Date,Modal Price (Rs./Quintal),Rel Humidity at 2 Meters (%) ,Precipitation Corrected (mm/day) ,Surface Soil Wetness,Root Zone Soil Wetness,Temperature at 2 Meters,T2M_MAX,T2M_MIN
17-11-2007,1640,27.81,0,0.33,0.48,21.08,30.3,12.57
18-11-2007,1640,26.19,0,0.32,0.48,21.39,29.57,15.62
19-11-2007,1630,29,0,0.32,0.48,20.74,29.26,15.54
20-11-2007,1635,26.12,0,0.31,0.48,21.24,29.8,14.44
21-11-2007,1685,24.44,0,0.3,0.48,21.19,30.57,13.3
22-11-2007,1665,24.12,0,0.3,0.48,21.99,31.16,14.58
23-11-2007,1670,26.75,0,0.29,0.48,21.95,31.29,15.45
24-11-2007,1670,27.19,0,0.28,0.48,21.76,31.22,14.9
25-11-2007,1670,26.19,0,0.28,0.48,21.62,31.27,14.05
26-11-2007,1685,25.94,0,0.27,0.48,21.62,30.6,14.26
27-11-2007,1700,29.81,0,0.27,0.48,20.48,29.95,12.6
28-11-2007,1700,32.31,0,0.26,0.48,20.65,29.8,11.73
29-11-2007,1705,37.38,0,0.26,0.48,21.62,29.42,15.05
30-11-2007,1700,38.25,0,0.25,0.48,21.12,28.56,14.35
01-12-2007,1705,35.44,0.15,0.25,0.48,21.85,29.37,14.74
02-12-2007,1705,54.06,1.05,0.27,0.48,20.22,25.58,14.23
03-12-2007,1690,63,0.25,0.29,0.48,17.08,25.43,10.95
04-12-2007,1690,46.81,0,0.28,0.48,16.87,25.24,10.11
05-12-2007,1705,36.75,0,0.27,0.48,16.82,25.9,9.7
06-12-2007,1700,39.25,0,0.27,0.48,17.11,24.52,11.36
07-12-2007,1710,38.62,0,0.27,0.48,17.52,26.87,11.81
08-12-2007,1730,37.25,0,0.26,0.48,18.01,27.33,11.57
09-12-2007,1730,34.31,0,0.25,0.48,17.65,27.12,11.16
10-12-2007,1735,38.44,0,0.25,0.48,18.37,28.16,9.89
11-12-2007,1725,34.06,0.02,0.24,0.48,17.55,26.78,10.51
12-12-2007,1725,49.94,0.99,0.26,0.48,16.73,25.19,10.89
13-12-2007,1760,47.12,0.02,0.27,0.48,15.52,23.47,9.26
14-12-2007,1770,40.44,0,0.27,0.48,13.87,22.01,8.01
15-12-2007,1780,36.44,0,0.26,0.48,13.58,23.52,5.4
16-12-2007,1780,30.81,0,0.25,0.48,13.88,23.79,6.09
17-12-2007,1800,24.75,0,0.25,0.48,14.3,24.52,6.9
18-12-2007,1800,28.19,0,0.24,0.48,15.58,26.17,7.52
19-12-2007,1790,36.5,0,0.24,0.48,16.54,26.55,8.96
20-12-2007,1800,30.88,0,0.23,0.48,18.12,28.46,10.91
21-12-2007,1820,31.44,0,0.23,0.48,19.03,29.7,12.52
22-12-2007,1850,27.81,0,0.23,0.48,19.32,29.99,11.12
23-12-2007,1850,27.06,0,0.22,0.48,20.3,30.71,12.15
24-12-2007,1830,34.69,0.01,0.22,0.48,22.06,29.49,16.58
25-12-2007,1850,37.44,0,0.22,0.48,21.22,29.75,14.3
26-12-2007,1860,34.31,0,0.21,0.48,19.23,28.4,11.83
27-12-2007,1905,36.88,0,0.21,0.48,18.74,28.05,11.75
28-12-2007,1905,28.38,0,0.21,0.48,17.36,27.01,9.51
29-12-2007,1925,26.94,0,0.2,0.48,16.93,27.12,10.12
30-12-2007,1925,28.69,0,0.2,0.48,15.55,25.48,7.8
31-12-2007,1890,23.5,0,0.2,0.48,15.23,25.51,6.99
01-01-2008,1920,26.69,0,0.2,0.48,15.22,24.98,7.47
02-01-2008,1930,23.5,0,0.2,0.48,14.15,23.69,7.64
03-01-2008,2000,21.25,0,0.2,0.47,14.04,24.13,5.87
04-01-2008,1970,27.25,0,0.2,0.47,14.89,24.55,8.01
05-01-2008,1950,37.38,0,0.19,0.47,16.82,26.53,8.85
06-01-2008,1950,37.38,0,0.19,0.47,18.9,28.32,11.56
07-01-2008,1950,36.56,0,0.19,0.47,19.17,28.66,12.25
08-01-2008,1950,41.31,0,0.19,0.47,20.11,28.95,13.08
09-01-2008,1975,38.19,0,0.19,0.47,20.44,29.58,13.25
10-01-2008,1945,51.12,0,0.19,0.47,19.32,27.14,12.05
11-01-2008,1955,39.06,0,0.19,0.47,16.01,23.74,9.64
12-01-2008,2275,31.81,0,0.18,0.47,13.91,21.99,6.55
13-01-2008,2275,20.19,0,0.18,0.47,15,24.33,6.73
14-01-2008,2275,25.38,0,0.18,0.47,15.85,25.67,7.01
15-01-2008,2025,23.06,0,0.18,0.47,16.71,24.22,8.83
16-01-2008,2035,24.56,0,0.17,0.47,18.87,27.4,12.56
17-01-2008,2000,30.31,0,0.17,0.47,20.77,31.05,11.44
18-01-2008,2000,34.94,0,0.17,0.47,18.8,27.93,11.71
19-01-2008,1995,22.88,0,0.17,0.47,14.04,23.69,6.01
20-01-2008,1995,25.88,0,0.17,0.47,13.23,22.73,5.33
21-01-2008,1970,15.81,0,0.16,0.47,12.29,21.73,4.05
22-01-2008,1950,14,0,0.16,0.47,12.65,20.96,7.32
23-01-2008,1935,15.12,0,0.16,0.47,12.6,22.5,5.15
24-01-2008,1945,20.75,0,0.16,0.47,11.29,20.77,2.51
25-01-2008,1945,31.75,0,0.16,0.47,12.9,22.15,5.47
26-01-2008,1945,31.25,0,0.16,0.47,12.49,22.06,4.68
27-01-2008,1945,31.12,0,0.16,0.47,12.34,21.62,5
28-01-2008,1975,25.94,0,0.16,0.47,13.55,23.9,5.23
29-01-2008,1975,39,0,0.16,0.47,13.26,19.69,8.75
30-01-2008,1945,50.19,0,0.16,0.47,13.94,22.44,8.12
31-01-2008,1945,25.5,0,0.16,0.47,12.65,21.14,4.38
01-02-2008,1985,18.75,0,0.16,0.47,14.23,23.13,6.8
02-02-2008,1975,19.56,0,0.16,0.47,15.39,26.33,5.12
03-02-2008,1975,38.5,0,0.15,0.47,16.66,24.25,11.35
04-02-2008,1995,42.62,0,0.15,0.47,14.15,23.03,6.23
05-02-2008,1995,41.94,0,0.15,0.47,12.9,21.23,5.07
06-02-2008,2000,34,0,0.15,0.47,14.2,22.85,7.59
07-02-2008,1990,22.94,0,0.15,0.47,13.15,22.26,5.33
08-02-2008,2005,31.38,0,0.15,0.47,12.19,21.22,4.82
09-02-2008,2000,38.06,0,0.15,0.47,11.45,20.54,3.83
10-02-2008,2000,31.31,0,0.15,0.47,12.61,22.45,3.65
11-02-2008,2000,19.62,0,0.15,0.47,13.08,23.76,3.96
12-02-2008,1985,16.88,0,0.15,0.47,13.49,24.01,4.06
13-02-2008,1985,13.06,0,0.14,0.47,14.44,25.26,3.92
14-02-2008,2000,11.94,0,0.14,0.47,15.96,27.42,5.23
15-02-2008,2010,12.06,0,0.14,0.47,18.01,29.64,8.88
16-02-2008,2005,10.81,0,0.14,0.47,20.23,31.08,12.37
17-02-2008,2005,11.12,0,0.14,0.47,21.83,31.92,13.05
18-02-2008,2000,17.31,0,0.13,0.47,19.65,30.84,10.2
19-02-2008,2025,16.19,0,0.13,0.47,19.82,30.33,11.9
20-02-2008,2085,14,0,0.13,0.47,19.87,30.58,10.71
21-02-2008,2100,14.38,0,0.13,0.47,20.75,32.1,10.83
22-02-2008,2100,18.44,0,0.13,0.47,22.26,33.94,11.55
23-02-2008,2125,32.44,0,0.12,0.47,22.53,31.3,14.13
24-02-2008,2125,22.19,0,0.12,0.47,19.91,29.05,12.35
25-02-2008,2220,17.25,0,0.12,0.47,18.56,28.73,9.94
26-02-2008,2175,12.31,0,0.12,0.47,18.92,30.36,10.3
27-02-2008,2185,11.5,0,0.12,0.47,21.3,31.76,10.7
28-02-2008,2200,9.75,0,0.12,0.47,24.21,33.77,14.45
29-02-2008,2200,9.88,0,0.12,0.47,25.83,35.2,15.15
01-03-2008,2230,11.25,0,0.12,0.47,24.99,35.92,15.34
02-03-2008,2230,12.56,0,0.12,0.47,24.18,34.76,13.55
03-03-2008,2300,18.12,0,0.12,0.47,24.49,34.33,14.64
04-03-2008,2240,13.06,0,0.12,0.47,25.12,34.55,15.83
05-03-2008,2280,15.81,0,0.12,0.47,25.85,36.56,15.86
06-03-2008,2280,13.19,0,0.12,0.47,25.37,36.62,15.85
07-03-2008,2250,16.06,0,0.12,0.47,25.16,36.15,15.44
08-03-2008,2150,13.19,0,0.11,0.47,24.19,35.08,15.05
09-03-2008,2150,19.69,0,0.11,0.47,24.79,35.27,13.98
10-03-2008,2100,18.31,0,0.11,0.47,24.26,31.9,16.96
11-03-2008,2200,22.12,0,0.11,0.47,23.1,28.66,19.04
12-03-2008,2200,26.25,0.01,0.11,0.47,24.18,32.65,17.43
13-03-2008,2240,38.62,0.39,0.12,0.47,24.23,32.98,16.35
14-03-2008,2250,30.94,0,0.12,0.47,25.58,34.46,17.37
15-03-2008,2230,22.62,0,0.12,0.47,25.86,35.28,17.01
16-03-2008,2230,15.94,0,0.12,0.47,26.9,35.95,17.54
17-03-2008,2170,11.56,0,0.12,0.47,29.72,37.71,22.87
18-03-2008,2140,14.75,0,0.12,0.47,27.69,37.76,17.61
19-03-2008,2155,14.88,0,0.12,0.47,27.51,36.82,18.08
20-03-2008,2100,16.19,0,0.12,0.47,27.58,36.81,17.8
21-03-2008,2085,15.56,0,0.11,0.47,27.19,36.86,16.91
22-03-2008,2085,17.44,0,0.11,0.47,27.91,37.63,18.37
23-03-2008,2085,30.5,0.01,0.11,0.47,29.19,37.82,20.9
24-03-2008,2140,46.56,0.47,0.12,0.47,26.52,32.8,22.47
25-03-2008,2175,25.19,0,0.12,0.47,28.76,36.65,22.47
26-03-2008,2200,19.88,0,0.12,0.47,29.28,37.13,21.9
27-03-2008,2200,18.06,0,0.12,0.47,29.74,37.86,21.99
28-03-2008,2200,15.25,0,0.12,0.47,29.75,38.78,20.83
29-03-2008,2170,14.56,0,0.12,0.47,29.76,39.34,21.47
30-03-2008,2170,18.38,0.63,0.12,0.47,28.93,37.58,19.98
31-03-2008,2170,24.81,0.64,0.14,0.47,29.7,37.44,22.14
01-04-2008,2170,24.94,0.19,0.16,0.47,28.06,36.61,19.65
02-04-2008,2125,30.88,0.51,0.17,0.47,28.59,36.58,20.64
03-04-2008,2080,33.12,1.47,0.18,0.47,27.85,35.4,20.14
04-04-2008,2105,42.88,4.54,0.28,0.48,26.33,33.78,19.04
05-04-2008,2110,57.94,7.06,0.52,0.49,23.64,28.66,18.56
06-04-2008,2110,48.06,0.01,0.46,0.49,25.32,32.99,17.76
07-04-2008,2125,43,0,0.42,0.48,25.57,34.04,17.48
08-04-2008,2100,33.56,0,0.38,0.48,27.09,35.7,18.33
09-04-2008,2080,25.94,0,0.34,0.48,29.51,37.58,22.22
10-04-2008,2080,28.12,0,0.31,0.48,29.61,38.93,20.45
11-04-2008,2100,23.25,0,0.28,0.48,30.14,39.63,20.98
12-04-2008,2100,20.44,0,0.26,0.48,31.22,40.21,21.76
13-04-2008,2100,30.56,1.47,0.27,0.48,31.52,39.69,22.26
14-04-2008,2100,24.69,0,0.27,0.48,32.31,40.23,24.48
15-04-2008,2135,20.5,0,0.25,0.48,31.02,39.89,23.21
16-04-2008,2170,22.25,0,0.23,0.48,30.61,39.03,21.88
17-04-2008,2125,22.5,0,0.22,0.48,29.9,38.01,22.43
18-04-2008,2125,16.5,0,0.2,0.47,28.87,37.81,19.47
19-04-2008,2130,13.88,0,0.2,0.47,30.62,39.55,21.06
20-04-2008,2130,13.44,0,0.19,0.47,30.79,39.97,20.15
21-04-2008,2130,18.69,0,0.18,0.47,31.01,39.63,21.64
22-04-2008,2095,19.88,0,0.17,0.47,32.2,41.05,23.61
23-04-2008,2125,13.5,0,0.16,0.47,32.2,41.41,22.88
24-04-2008,2125,13.12,0,0.16,0.47,32.41,41.37,22.3
25-04-2008,2150,9.19,0,0.15,0.47,32.89,42.75,22.98
26-04-2008,2150,12.69,0,0.15,0.47,33.36,42.5,23.39
27-04-2008,2150,12.06,0,0.14,0.47,33.32,42.76,23.83
28-04-2008,2140,10.38,0,0.13,0.47,33.87,42.58,24.44
29-04-2008,2125,13,0,0.13,0.47,33.88,42.76,24.15
30-04-2008,2120,13.31,0,0.12,0.47,34.09,42.92,25.8
01-05-2008,2100,14.75,0,0.12,0.47,32.94,40.9,25.64
02-05-2008,2100,19.44,0,0.12,0.47,32.96,41.09,24.93
03-05-2008,2085,20.06,0,0.12,0.47,34.43,42.6,25.57
04-05-2008,2085,20.25,0,0.12,0.47,33.67,41.48,25.85
05-05-2008,2085,22.19,0,0.12,0.47,33.76,41.62,25.85
06-05-2008,2125,27.38,0.33,0.12,0.47,33.21,40.46,25.98
07-05-2008,2135,31.62,0.35,0.14,0.47,33.24,39.85,26.47
08-05-2008,2150,26.81,4.45,0.23,0.48,33.71,40.5,26.6
09-05-2008,2200,34.56,2.88,0.34,0.48,32,38.49,25.21
10-05-2008,2220,44.25,7.78,0.46,0.48,30.62,37.12,25.31
11-05-2008,2220,40.5,0.01,0.43,0.48,31.3,39.42,23.39
12-05-2008,2240,34,0.02,0.37,0.48,32.03,40.33,24.44
13-05-2008,2225,34,0.25,0.33,0.48,33.04,40.54,25.82
14-05-2008,2225,31.56,0.06,0.29,0.48,34.05,41.85,26.78
15-05-2008,2240,29.88,0,0.26,0.48,33.83,41.62,26.34
16-05-2008,2150,28.62,0,0.24,0.48,34.05,41.56,26.93
17-05-2008,2240,28.44,0,0.23,0.48,34.9,43.15,26.98
18-05-2008,2240,28.94,0,0.21,0.48,34.03,41.82,25.43
19-05-2008,2220,33,0,0.2,0.47,33.64,41.23,25.64
20-05-2008,2200,34.5,0,0.2,0.47,33.84,40.71,27.26
21-05-2008,2225,32.81,0,0.19,0.47,32.94,39.24,26.65
22-05-2008,2235,33,0,0.19,0.47,33.68,40.37,27.03
23-05-2008,2225,34.31,1.83,0.22,0.48,34.33,40.35,27.6
24-05-2008,2225,32.62,0.67,0.25,0.48,34.91,40.56,28.08
25-05-2008,2225,23.75,0,0.23,0.48,34.79,42.03,28.16
26-05-2008,2200,20.69,0,0.21,0.48,34.47,41.97,26.96
27-05-2008,2250,23.19,0.03,0.2,0.47,34.89,42.35,27
28-05-2008,2290,23.69,0.98,0.22,0.48,35.61,42.71,28.12
29-05-2008,2295,27.19,0.18,0.22,0.48,35.64,42.54,28.46
30-05-2008,2290,29.06,0,0.2,0.47,36.02,42.41,28.6
31-05-2008,2300,28.44,0.95,0.21,0.48,36.22,42.38,29.78
01-06-2008,2300,29.31,0.08,0.22,0.48,36.22,41.7,30.16
02-06-2008,2300,34.88,0.37,0.21,0.48,34.68,38.31,30.43
03-06-2008,2290,36.75,3.92,0.26,0.48,34.8,40.01,29.63
04-06-2008,2300,39.06,1.01,0.34,0.48,34.55,40.11,28.67
05-06-2008,2300,41.06,0.04,0.3,0.48,34.48,39.57,29.03
06-06-2008,2275,47.88,1.48,0.3,0.48,33.33,39.66,27.33
07-06-2008,2275,50.69,1.61,0.34,0.48,32.62,37.68,27.02
08-06-2008,2275,42.75,3.24,0.38,0.48,33.87,38.92,28.42
09-06-2008,2335,48.94,0.53,0.36,0.48,33.03,37.23,28.66
10-06-2008,2420,52.19,0.84,0.34,0.48,32.39,36.57,27.74
11-06-2008,2440,63.31,16.87,0.51,0.49,30.86,34.44,27.48
12-06-2008,2465,68.94,7.22,0.56,0.52,29.7,34.36,26.08
13-06-2008,2470,67.5,4.36,0.53,0.52,29.19,33.01,26.06
14-06-2008,2500,64.06,0.13,0.48,0.52,30.53,36.21,25.32
15-06-2008,2500,71.69,0.03,0.48,0.51,28.34,30.21,26.3
16-06-2008,2470,60.62,0.84,0.48,0.51,30.19,35.43,26.33
17-06-2008,2500,64.25,3.8,0.51,0.51,29.39,33.76,25.96
18-06-2008,2590,64.19,5.47,0.54,0.52,29.82,34.08,25.91
19-06-2008,2550,61.19,6.15,0.54,0.52,29.74,34.56,26.17
20-06-2008,2670,73.06,19.15,0.62,0.54,27.15,29.59,24.99
21-06-2008,2570,61.12,1.82,0.55,0.55,30.48,37.02,24.54
22-06-2008,2570,57.25,0.04,0.5,0.54,31.83,37.12,26.18
23-06-2008,2590,54.69,0.01,0.48,0.53,32.55,37.96,27.83
24-06-2008,2550,50.69,0.29,0.48,0.53,33.56,39.55,27.95
25-06-2008,2525,66.19,0.33,0.49,0.52,29.5,31.71,27.81
26-06-2008,2570,64.62,21.03,0.62,0.54,30.48,35.05,26.92
27-06-2008,2585,73.81,22.74,0.69,0.58,29.03,32.57,25.86
28-06-2008,2600,77.25,28.65,0.73,0.61,27.98,31.96,24.51
29-06-2008,2600,74.19,10.72,0.68,0.62,28.58,33.43,24.34
30-06-2008,2600,71,2.09,0.62,0.62,29.4,34.87,24.8
01-07-2008,2600,69.12,0.24,0.59,0.61,29.87,34.4,25.19
02-07-2008,2615,72.5,6.98,0.63,0.61,29.73,33.57,26.67
03-07-2008,2615,70.44,1.16,0.6,0.61,29.87,35.11,25.19
04-07-2008,2630,71.81,0.61,0.59,0.6,29.03,32.97,25.73
05-07-2008,2620,71.81,0.22,0.59,0.59,28.9,33.02,25.09
06-07-2008,2620,68.06,0.01,0.57,0.59,29.31,33.58,25.37
07-07-2008,2600,74.31,1.15,0.58,0.59,27.55,30.54,25.35
08-07-2008,2585,83.31,22.67,0.7,0.6,27.01,29.98,24.9
09-07-2008,2500,86.19,39.14,0.78,0.65,26.4,28.86,24.54
10-07-2008,2590,86.94,51.01,0.86,0.71,27.01,30.49,24.24
11-07-2008,2550,85.06,10.93,0.79,0.73,27.52,30.73,25
12-07-2008,2600,84.75,8.27,0.78,0.73,26.14,29.03,24.38
13-07-2008,2600,84.38,3.22,0.76,0.72,26.36,29.78,24.1
14-07-2008,2700,79,0.35,0.73,0.71,27.76,32.38,23.73
15-07-2008,2570,77.62,0.02,0.71,0.7,28.62,33.58,24.44
16-07-2008,2620,77.06,0,0.7,0.69,28.12,32.61,24.22
17-07-2008,2670,75,0,0.69,0.68,28.54,33.28,24.41
18-07-2008,2600,76.88,0,0.68,0.67,28.08,31.87,24.37
19-07-2008,2645,77.44,0,0.68,0.67,27.53,30.93,24.27
20-07-2008,2645,77.38,0,0.67,0.66,28.3,32.23,24.92
21-07-2008,2620,75.56,0.48,0.66,0.66,28.58,32.69,24.14
22-07-2008,2580,74.38,0.06,0.66,0.66,28.36,32.42,24.72
23-07-2008,2570,77.31,0.01,0.65,0.65,27.55,30.59,24.57
24-07-2008,2520,71.38,0.02,0.64,0.64,28.88,33.33,24.4
25-07-2008,2500,74.25,0.02,0.63,0.64,28.8,33.27,24.82
26-07-2008,2500,73.44,2.76,0.64,0.63,28.69,32.66,24.77
27-07-2008,2500,82.81,12.81,0.7,0.64,27.15,30.56,24.78
28-07-2008,2500,84.62,15.54,0.74,0.66,27.76,31.23,25.04
29-07-2008,2500,84.56,5.23,0.71,0.67,27.89,30.94,24.93
30-07-2008,2500,83.19,2.25,0.7,0.67,28.45,31.94,25.44
31-07-2008,2525,82.56,3.41,0.69,0.66,27.3,31.67,24.05
01-08-2008,2525,84.94,21.9,0.77,0.68,26.8,29.34,24.38
02-08-2008,2525,81.94,6.09,0.74,0.7,27.37,31,23.96
03-08-2008,2525,83.31,7.22,0.74,0.7,27.6,30.79,24.46
04-08-2008,2495,88.62,16.37,0.78,0.7,26.54,28.95,24.75
05-08-2008,2425,85.44,11.16,0.78,0.73,27.05,30.73,23.86
06-08-2008,2425,85,2.53,0.75,0.72,27.11,30.38,24.4
07-08-2008,2425,82.56,1.41,0.73,0.71,27.02,31.08,23.88
08-08-2008,2500,81.94,0.56,0.73,0.7,27.23,31.04,23.9
09-08-2008,2500,82.5,0.8,0.72,0.7,27.55,31.2,24.55
10-08-2008,2500,85.06,3.96,0.73,0.69,27.41,30.73,24.74
11-08-2008,2475,88.44,14.31,0.77,0.7,26.99,29.37,24.51
12-08-2008,2500,89.19,14.54,0.8,0.73,26.94,29.62,24.85
13-08-2008,2532,85.56,4.32,0.76,0.73,27.57,31.52,24.43
14-08-2008,2532,88.12,17.19,0.8,0.73,27.25,30.4,24.82
15-08-2008,2532,87.06,1.45,0.77,0.73,26.65,29.63,24.13
16-08-2008,2532,82.62,0.07,0.75,0.73,27.4,30.97,24.4
17-08-2008,2532,79.94,0.04,0.73,0.72,27.8,32.47,24.18
18-08-2008,2409,80.19,0,0.73,0.7,27.06,31.36,23.37
19-08-2008,2498,80.38,0,0.71,0.7,26.7,31.22,22.86
20-08-2008,2468,80.12,0,0.7,0.69,26.35,30.78,22.29
21-08-2008,2465,78.69,0,0.7,0.68,26.42,30.94,22.49
22-08-2008,2436,77.5,0,0.69,0.67,26.09,30.49,22.01
23-08-2008,2490,79.38,0,0.68,0.66,26.26,30.29,22.71
24-08-2008,2490,77.75,2.37,0.68,0.66,27.4,31.83,23.44
25-08-2008,2490,78.75,5.34,0.7,0.66,28.22,32.48,24.09
26-08-2008,2468,78.38,3.03,0.7,0.66,28.43,32.62,24.2
27-08-2008,2463,85.31,0.5,0.68,0.66,27.02,30.06,24.61
28-08-2008,2514,83.88,0.3,0.67,0.66,26.53,30.14,24.01
29-08-2008,2493,79.25,0,0.65,0.65,27.37,32.23,23.06
30-08-2008,2348,77.44,0,0.64,0.64,27.44,32.34,23.06
31-08-2008,2348,75.56,0,0.62,0.63,27.34,32.36,22.72
01-09-2008,2532,71.12,0,0.62,0.62,28.06,33.14,22.85
02-09-2008,2522,67.19,0.15,0.6,0.62,28.98,34.55,23.19
03-09-2008,2522,66.44,0.41,0.59,0.61,29.37,35.05,23.76
04-09-2008,2550,70.44,0.8,0.59,0.6,29.09,34.37,24.19
05-09-2008,2562,75.19,3,0.6,0.6,28.63,33.77,24.55
06-09-2008,2540,80.06,28.61,0.71,0.62,27.51,31.39,24.4
07-09-2008,2540,78.12,4.87,0.69,0.65,27.04,31.63,22.55
08-09-2008,2540,75.06,2.63,0.65,0.64,27.52,32.03,23.61
09-09-2008,2525,75,1,0.63,0.63,27.55,31.41,24.49
10-09-2008,2480,75.12,0.28,0.62,0.62,27.46,31.48,23.71
11-09-2008,2480,83.69,5.27,0.64,0.62,26.44,29.73,23.46
12-09-2008,2470,86.81,3.2,0.66,0.62,26.4,29.77,24.07
13-09-2008,2570,85.12,8.61,0.66,0.62,26.94,30.69,24.02
14-09-2008,2570,84.44,3.19,0.67,0.64,26.68,30.19,23.92
15-09-2008,2440,85.75,14.88,0.7,0.64,26.71,30.64,23.77
16-09-2008,2440,83.5,2.14,0.69,0.65,26.53,29.39,23.73
17-09-2008,2350,83.69,6.11,0.68,0.65,26.67,30.56,23.29
18-09-2008,2345,87.56,12.19,0.72,0.66,25.73,29.15,23.12
19-09-2008,2270,82.88,4.97,0.71,0.66,26.59,31.62,22.74
20-09-2008,2220,74.88,0.16,0.66,0.66,26.65,31.42,23.05
21-09-2008,2220,73.19,0.03,0.65,0.64,26.19,31.93,20.42
22-09-2008,2100,75,0,0.63,0.63,26.42,31.76,21.44
23-09-2008,2170,71.38,0,0.62,0.62,26.05,31.77,21.15
24-09-2008,2185,67.62,0,0.61,0.62,26.33,32.4,20.19
25-09-2008,2280,66.31,0,0.59,0.61,26.28,33.36,20.44
26-09-2008,2285,69.31,0,0.59,0.6,26.27,33.19,20.94
27-09-2008,2280,71.75,0,0.58,0.6,26.11,33.09,20.78
28-09-2008,2280,70.81,0,0.57,0.59,26.04,32.96,20.55
29-09-2008,2280,69.06,0,0.56,0.59,26.46,33.1,21.03
30-09-2008,2280,66.19,0,0.55,0.59,26.85,34.24,20.21
01-10-2008,1900,68.12,0,0.55,0.58,27.49,34.06,21.29
02-10-2008,1900,67.94,0.09,0.54,0.57,28.1,34.98,22.37
03-10-2008,1780,66.94,0,0.53,0.57,28.34,34.92,22.44
04-10-2008,1770,59.94,0,0.52,0.56,29.3,36.37,23.01
05-10-2008,1770,52.31,0,0.52,0.56,29.03,37.25,21.59
06-10-2008,1670,59.75,0,0.52,0.55,29.08,36.64,22.46
07-10-2008,1775,59.81,0.27,0.52,0.55,28.14,34.42,24.01
08-10-2008,1890,58.62,0.02,0.51,0.55,28.14,35.01,21.71
09-10-2008,1890,56.81,0,0.5,0.55,28.89,35.8,22.73
10-10-2008,1770,52.62,0,0.5,0.54,28.96,36.44,22.3
11-10-2008,1770,45.94,0,0.49,0.54,28.54,36.4,21.24
12-10-2008,1770,45.19,0,0.49,0.53,28.09,37.05,20.49
13-10-2008,1575,42.62,0,0.48,0.53,28.3,37.92,19.4
14-10-2008,1625,41.69,0,0.48,0.53,27.26,36.37,21.63
15-10-2008,1675,50.75,0,0.48,0.52,26.61,36.03,18.85
16-10-2008,1625,63.12,0.05,0.48,0.52,26.5,34.58,19.84
17-10-2008,1635,59.06,0.01,0.47,0.52,26.9,34.44,20.69
18-10-2008,1680,55.12,0,0.46,0.52,26.58,34.8,19.69
19-10-2008,1680,46.75,0,0.45,0.52,25.67,34.29,19.9
20-10-2008,1700,48.12,0,0.45,0.52,24.53,33.67,17.76
21-10-2008,1720,49.62,0,0.44,0.51,24.19,34.04,16.46
22-10-2008,1730,49.31,0,0.43,0.51,24.44,34.51,16.55
23-10-2008,1625,48.25,0,0.42,0.51,24.76,34.32,17.53
24-10-2008,1625,44.19,0,0.41,0.51,24.75,34.78,17.09
25-10-2008,1670,41.94,0,0.4,0.5,24.84,34.83,16.39
26-10-2008,1670,39,0,0.38,0.5,24.98,35.41,16.79
27-10-2008,1670,41.44,0,0.38,0.5,24.37,35.73,16.02
28-10-2008,1670,26.5,0,0.36,0.5,25.69,34.83,17.22
29-10-2008,1670,33.62,0,0.35,0.5,26.12,35.2,19.23
30-10-2008,1670,35.44,0,0.34,0.49,25.78,34.3,17.16
31-10-2008,1670,31.56,0,0.34,0.49,26.19,34.59,18.56
01-11-2008,1670,33.75,0,0.33,0.49,24.83,34.43,16.62
02-11-2008,1670,30.69,0,0.32,0.49,25.24,34.92,16.63
03-11-2008,1690,30.88,0,0.32,0.49,25.72,35.25,17.94
04-11-2008,1670,25,0,0.31,0.49,24.91,34.79,15.91
05-11-2008,1670,26.94,0,0.3,0.49,24.06,33.56,17.49
06-11-2008,1600,35.19,0,0.3,0.49,23.56,33.44,17
07-11-2008,1625,39.5,0,0.3,0.48,22.87,33.19,15.44
08-11-2008,1670,43.31,0,0.3,0.48,22.62,32.69,15.62
09-11-2008,1670,47.38,0,0.3,0.48,22.45,32.66,15.46
10-11-2008,1625,52.62,0,0.29,0.48,22.13,31.44,15.87
11-11-2008,1595,49.5,0,0.29,0.48,22.41,31.88,14.98
12-11-2008,1585,48.38,0,0.29,0.48,22.46,31.7,15.09
13-11-2008,1585,47.88,0,0.28,0.48,22.95,31.81,15.4
14-11-2008,1525,57.12,0,0.28,0.48,22.24,30.65,14.91
15-11-2008,1520,57.12,0,0.28,0.48,22.63,31.44,15.15
16-11-2008,1520,53,0,0.28,0.48,21.94,30.73,15.17
17-11-2008,1500,44,0,0.27,0.48,21.27,30.11,13.79
18-11-2008,1495,55.88,3.33,0.3,0.48,20.15,23.63,17.57
19-11-2008,1500,81.5,3.46,0.43,0.49,18.19,22.13,15.42
20-11-2008,1540,61.38,0.78,0.47,0.49,19.9,28.89,13.85
21-11-2008,1475,45.81,0,0.44,0.49,17.45,27.1,9.55
22-11-2008,1600,40.94,0,0.41,0.49,17.68,26.91,10.25
23-11-2008,1600,36.19,0,0.4,0.49,18.94,27.96,12.59
24-11-2008,1630,31.12,0,0.38,0.48,20.36,30.65,12.57
25-11-2008,1670,35.19,0,0.36,0.48,19.98,31.55,11.18
26-11-2008,1700,40.5,0,0.34,0.48,19.32,30.4,11.05
27-11-2008,1670,43.44,0,0.34,0.48,18.54,29.15,10.91
28-11-2008,1685,49.69,0,0.33,0.48,18.44,28.34,9.92
29-11-2008,1700,40.25,0,0.32,0.48,20.61,29.37,14.11
